#{"t_start": 1713110896.1027648, "env_id": "None"}
r,l,t
141.0,4500,21.260026
162.0,4500,41.998509
-197.0,4234,54.396909
0.0,4500,75.744903
191.0,4500,90.172752
149.0,3349,106.454487
114.0,4500,118.635583
148.0,4500,139.702767
28.0,4500,152.591502
-250.0,4500,166.177413
