#{"t_start": 1713110896.9330943, "env_id": "None"}
r,l,t
107.0,3932,18.710446
129.0,4413,39.047506
144.0,4500,52.441
98.0,4243,72.8146
-261.0,3613,84.446739
100.0,4500,104.600419
152.0,4309,116.175872
135.0,4500,137.134316
153.0,4500,150.283099
-157.0,4500,165.347815
