#{"t_start": 1713110893.6278958, "env_id": "None"}
r,l,t
-114.0,4500,23.74049
287.0,3016,32.436892
-107.0,4500,53.473228
141.0,4500,74.370733
183.0,3882,86.766905
106.0,4500,107.093168
113.0,4500,119.164164
23.0,4500,140.042365
166.0,4500,153.273803
-184.0,4500,168.652428
