#{"t_start": 1713110896.947158, "env_id": "None"}
r,l,t
47.0,4237,19.663711
29.0,4500,40.28951
213.0,3877,51.778161
235.0,3648,62.85568
37.0,4500,84.622073
71.0,4500,104.757046
270.0,2584,111.681799
72.0,4500,124.732445
-156.0,3861,143.950117
-266.0,4500,165.336889
