#{"t_start": 1713110896.7534251, "env_id": "None"}
r,l,t
92.0,4500,20.613985
-3.0,4500,41.347522
140.0,4500,54.512515
3.0,4500,76.017749
79.0,4500,90.287457
112.0,4145,108.654562
138.0,4500,121.430769
55.0,4500,142.502066
-248.0,4500,165.529729
