#{"t_start": 1713110894.4167864, "env_id": "None"}
r,l,t
131.0,4500,22.950624
-61.0,4500,43.690395
-14.0,4500,56.856062
165.0,4500,78.358789
30.0,4500,92.623548
81.0,4500,111.952216
26.0,4500,124.934698
20.0,4500,145.904425
-164.0,4500,167.862815
