#{"t_start": 1713110896.1480498, "env_id": "None"}
r,l,t
164.0,4500,21.214809
-49.0,4500,41.955594
46.0,4500,55.11945
229.0,2777,63.688545
123.0,4162,84.373836
64.0,4500,104.683899
220.0,3752,114.763094
117.0,4500,135.294285
70.0,4500,148.7561
-324.0,3987,164.782019
