#{"t_start": 1713110894.0651393, "env_id": "None"}
r,l,t
224.0,3341,19.621006
118.0,4207,32.111969
55.0,4500,53.131922
120.0,4500,74.065449
-112.0,4500,88.47649
78.0,4500,108.399741
45.0,4500,120.54652
270.0,3648,138.980206
54.0,4500,152.280684
-286.0,4500,168.220889
