#{"t_start": 1713110894.774584, "env_id": "None"}
r,l,t
50.0,4500,22.588443
38.0,4500,43.326071
92.0,4500,56.490824
184.0,4123,76.691291
9.0,4500,91.199287
-90.0,4500,110.561765
90.0,4500,123.317956
-18.0,4500,144.397585
-303.0,4500,167.50991
