#{"t_start": 1713110894.7904527, "env_id": "None"}
r,l,t
156.0,4337,22.121921
-131.0,4330,42.206852
36.0,4500,55.509206
157.0,4374,76.428909
43.0,4500,90.951994
147.0,4307,109.832832
-86.0,4500,122.422718
93.0,4500,143.533963
167.0,4119,155.000094
-322.0,4500,167.493198
