#{"t_start": 1713110896.7237246, "env_id": "None"}
r,l,t
-4.0,4500,20.639072
64.0,4500,41.377006
64.0,4500,54.543711
117.0,4500,76.04711
29.0,4500,90.317246
254.0,2771,104.992079
29.0,4500,117.043563
100.0,4500,138.169034
32.0,4500,151.133477
-227.0,4500,165.559987
